y0_HR,yhat0_HR,HR_hist,RMSSD_hist,SDNN_hist,HR_pred,RMSSD_pred,SDNN_pred,fatigue_flag,arrhythmia_flag,workload_score
89.61304,121.11491,"[79.52281628 85.9934912  75.41866431 73.55398641 69.50256437 75.77142604
 66.64991951 73.23194331 74.81895227 85.20933884 64.7268841  81.41295377
 73.50427754 70.2065676  72.82485507 79.89934713 79.3226632  70.00058611
 73.83561018 65.69799851 75.81555582 74.07263582 69.97595233 70.71717926
 64.83791824 68.40097927 61.67531977 73.9341326  73.06206591 64.08835316
 54.04968477 72.91749369 70.02831494 74.34013101 75.7328104  65.11983612
 72.95937864 67.68807351 66.3310134  78.2071977  67.08634888 63.69515554
 69.06302878 76.860692   66.92251421 73.9934414  66.72698763 59.69584595
 60.22601143 76.48403658 77.55069363 89.46740317 53.7969102  74.53705191
 63.78848668 72.41497086 62.23468759 60.07478262 85.10548115 73.81490439]","[39.03846343 25.89739673 41.92979251 38.18371325 30.09206053 35.2305568
 50.14141408 40.2978482  40.1332734  40.59140344 49.88820606 52.72733015
 43.18084095 54.79643089 31.94469142 38.22110596 33.79489457 46.82092008
 41.51601025 25.55102451 48.13266161 55.95243855 46.58460068 51.81626164
 40.4973419  43.27081705 46.15230729 34.24509631 36.99502564 66.11782159
 42.49028927 31.26591633 55.61167638 35.47823679 41.30433461 58.12853469
 50.74585366 30.96257664 39.99328067 28.40764279 40.61293349 38.81383037
 41.19512737 60.12515146 30.80877645 33.46023325 52.36311077 43.06611902
 59.08801018 37.19852554 52.57400266 47.81095576 33.11846323 29.83117959
 33.2407378  40.27294796 35.68178139 35.158361   24.73467315 44.28589409]","[41.04395691 35.46647374 74.95865061 41.52669547 42.67205898 50.88608702
 58.46834121 46.9783625  37.22451408 70.04110861 46.48182041 42.92452615
 45.97762227 57.96069211 43.3131135  68.22744964 70.35328274 34.54565144
 69.23836173 48.80305188 37.46649283 34.1958383  40.22493915 59.84560791
 58.71301145 74.03618735 66.05281002 58.80769154 53.90028039 41.54816589
 56.63567487 27.17848403 47.47698122 53.12448047 41.01815698 71.86058269
 45.60771458 16.03468481 46.90266394 51.00463588 47.94604035 40.578427
 50.01335404 46.79470548 51.64771764 46.76642637 54.12728078 49.09240119
 61.27194128 56.35606455 40.24825651 51.30638011 40.02233998 56.83612431
 63.76845977 44.2993953  50.26269576 32.46358157 54.99731947 58.10214947]",121.11491,41.064342779989055,48.32790759878905,0,1,69.59381524057704
93.39975,121.11111,"[75.47654981 71.99847883 67.81154042 59.31224077 51.49300773 70.43628955
 70.93012332 68.35816062 72.5389497  73.14520501 59.44613773 74.49518632
 57.32851075 58.43946286 69.13671723 78.80656073 76.5195886  58.21763279
 74.94645891 75.99459522 73.75509464 75.58076925 65.11257439 76.24868303
 73.46171898 83.20142524 74.04456895 76.06694171 62.4751083  66.47968162
 69.81820461 73.41214002 63.52056197 72.17632184 71.35926242 61.81253892
 65.87629886 66.57924976 80.00916003 65.12421323 62.45701135 73.9237875
 72.99308642 55.04285373 81.89247488 75.33607279 67.30478136 71.53868057
 77.1173234  63.69009331 85.74899311 78.51008176 77.40863539 57.42897188
 69.42478656 72.20413893 77.96653454 60.56551862 66.07353962 76.04254071]","[46.54952927 26.88305529 38.98492004 35.7299681  35.87651768 18.59654648
 56.60103873 33.86075138 28.47622573 54.30061383 37.86421163 42.57961591
 31.23151675 48.31825274 28.59547781 28.4488935  43.93622746 29.95809173
 51.10799663 53.87247723 29.21314434 24.24152509 14.66195104 43.9859705
 50.40515029 55.55956887 31.47347994 34.13031903 36.49718034 46.6742135
 47.62411566 47.58736286 31.68577253 28.00138029 35.51629458 33.98611957
 58.0742292  28.01029897 20.80760882 39.17568522 42.17395703 51.48474587
 47.41372084 50.68156902 35.45830691 36.10161183 43.41265143 35.33731926
 51.7244518  43.07530282 29.04103249 35.20090085 43.31560483 43.88647333
 60.90047784 53.82496045 45.38259103 21.47300892 34.87023966 54.92057468]","[39.14262933 66.76744023 40.75495339 32.82913335 37.23278297 42.99057674
 59.34187639 66.86798397 42.52025039 28.2093172  52.66088702 40.04073836
 44.53060904 50.31940054 74.19237344 35.89393563 59.71319905 50.96137252
 35.86160376 60.85975784 53.76304151 52.17081651 47.97130861 28.26706171
 61.34403119 70.72282841 53.35197492 44.63562366 55.19147464 63.08605951
 43.77466333 20.66223241 47.54016769 33.99650095 26.87778616 29.67763241
 23.79125151 41.62426407 57.86478185 56.72690948 54.18644412 50.19420532
 37.40366288 23.9090832  59.33867705 46.17755151 60.50958592 47.62635925
 30.12152275 57.88374011 48.26898101 46.90068338 53.46021289 39.68191311
 45.60531104 61.32209221 54.73049382 43.91979123 42.41497965 45.08334991]",121.11111,34.21849314633932,60.7201754045311,0,1,65.45288906296634
94.617325,121.11764,"[68.83070821 72.84507542 63.08079473 69.80501275 79.27036568 60.94792236
 68.83482465 80.60927648 81.51799038 68.21033592 72.63329346 54.68127721
 71.16086833 77.48510201 61.57459045 65.54672775 71.04609965 65.01912452
 66.14539504 82.71214622 72.009726   65.10618056 71.7458209  69.64723196
 69.62509651 69.12873658 65.10605523 70.44329497 65.73722935 51.04640993
 77.32246082 68.96199197 71.00224459 66.65034222 57.79993164 76.86735031
 66.28347349 74.69477527 71.75387297 74.38422572 78.80969716 72.42279438
 84.37354491 67.46393672 76.32398868 62.66307463 79.39628041 85.63519059
 83.93033507 70.64883679 61.4237463  67.52178571 80.45758967 76.74490071
 69.88377881 59.03156578 66.50589871 62.4589596  48.61226144 49.45802447]","[33.48686547 17.67593252 41.69621668 33.04766703 18.4080091  33.01933797
 40.82730264 29.62905962 44.55543565 20.30368353 31.20301572 42.50317111
 33.0072948  54.66717109 47.58143322 23.13049217 53.13814917 40.18450846
 48.34004583 42.80948161 47.47456289 24.78067589 61.05244795 33.46986633
 36.3788991  56.74293815 26.46810008 44.07972732 36.0773305  48.79807725
 50.77130045 32.56487533 43.1417424  37.13219972 44.78529942 37.73401084
 35.09199748 48.64199571 33.88713345 66.06510669 42.66563749 45.60495264
 46.12922529 28.24785827 34.5417235  31.99891758 48.44300368 44.09277207
 26.28746076 54.04292936 56.20374599 16.21119421 38.14882102 46.46662974
 24.76813447 30.72703095 18.43786932 47.14892746 36.78961996 46.82497718]","[41.53223486 56.3610654  53.10948559 64.26256374 53.43135156 37.74132337
 55.24087742 47.66172245 62.57689371 50.23619319 69.65833178 49.04080009
 47.60839181 44.99981862 41.67370709 51.75916346 48.39156346 42.78595545
 55.5008227  62.34536837 52.67374887 71.47261256 43.89215172 44.38306202
 59.59046029 37.70180474 33.7583791  54.60327793 46.32003552 38.92327255
 37.39273156 59.70102068 48.12728604 69.86437881 44.08260596 42.95541867
 40.78109627 44.95128982 45.72726299 57.91761712 45.89485388 45.06019092
 35.33561731 42.61679112 39.37147269 69.4218399  49.57238845 57.17326318
 54.70192197 38.37919336 80.99246553 60.74041434 64.06819346 47.87799298
 50.31602169 52.45515847 56.23649267 40.37439903 42.62298591 41.70680078]",121.11764,36.073163952970546,53.84738514862331,0,1,69.31849223934651
73.01808,121.10548,"[72.24400884 69.45203546 64.63814737 82.16238039 65.30241628 68.63038279
 73.24416559 79.99342351 64.70049224 67.45026973 69.803018   71.89002736
 58.41748162 66.45529228 68.31906357 61.6763629  69.94530448 59.12478385
 66.33299061 62.86820425 72.67893835 70.15636022 69.07781166 76.20541254
 68.05386983 77.5216609  65.52773714 73.57387767 62.6030281  87.69328916
 63.0997133  65.92388976 73.15460399 80.5656499  80.31456647 63.95262816
 62.11932315 66.82621576 70.85831833 74.31337281 75.87410304 63.93600915
 74.56946083 78.79387216 68.86408157 71.08177641 68.33022502 63.54826724
 61.48535497 68.96626703 72.65548646 73.42257863 85.36421231 85.29983823
 77.83760773 63.31348995 68.6193691  56.52162631 76.31620504 76.92931694]","[29.27516077 35.30996631 27.15320765 41.18848838 46.4604983  28.94195227
 60.30321927 37.3859082  55.68341041 42.55819507 35.37549302 22.33576468
 41.9117949  42.49110959 38.8868157  51.312895   36.46344578 41.00382573
 49.38111632 53.85045778 34.88905549 48.88393762 31.11795417 31.85739445
 42.53501238 59.07031107 56.04478121 34.99160555 39.26580121 49.02169883
 43.87463418 40.35566028 27.17681152 56.08786855 38.43992985 47.15465805
 38.78560121 36.89417778 46.14793646 45.48329439 54.46050058 32.83119752
 34.13438878 42.31881227 64.31284202 22.23021101 36.02539998 47.22977003
 48.75006261 55.13379357 44.57317569 27.8636546  34.88911219 34.70780873
 41.20292489 16.59031272 31.0635254  47.99217534 38.82571839 28.00846121]","[64.31264098 49.06965163 59.17911783 39.03781931 65.84430659 60.05850987
 61.98536916 39.02820221 39.19804385 72.41974939 33.11991605 76.86597149
 41.20090068 33.62359229 55.22853573 38.90852591 50.64894325 30.19178527
 49.4053751  56.10281488 51.93368191 61.82532875 40.05633955 53.7906015
 35.60227331 52.039394   74.34981079 41.79842843 58.70416103 45.06117267
 44.58219558 39.78898168 44.92175514 37.22841959 38.39621365 49.88005216
 58.7432621  48.58129554 65.93508929 54.57762812 60.77466708 47.20265031
 53.92680027 35.26536213 39.49094954 46.03286593 40.76659497 47.61095842
 53.16903035 48.56913294 24.82257977 46.54581796 43.89317528 47.59420846
 53.39356736 67.93626237 37.42534624 36.68698036 69.96819689 60.71472451]",121.10548,53.0885526735571,40.27112368452768,0,1,79.0929104307647
78.382835,121.11388,"[70.86217491 62.3484961  67.54572121 58.13458888 69.21806352 69.55117828
 72.19381651 64.84844289 70.82347962 84.59900241 61.75197855 62.43241122
 81.91650831 65.41342179 77.05452789 71.80377578 86.96442861 81.58454174
 62.69039398 70.89340899 68.06740251 79.59754155 73.79292293 64.62278375
 71.12076898 81.2174605  65.73911047 77.7628609  63.58810073 75.23504092
 77.75565763 76.7920785  72.25298226 67.13380395 58.98653999 72.09490008
 70.27933464 86.04235369 73.11009283 82.05600644 59.62880966 68.4906054
 78.23698043 64.34527402 76.96704827 58.25946069 62.99392321 80.85175596
 62.48370735 81.07796734 64.51995515 82.26515052 57.94022237 65.80064442
 81.81525102 62.01562051 74.55595414 74.34725556 73.59226489 78.19526699]","[33.58987414 37.83172315 39.86839957 38.15210809 22.31421253 37.79985847
 33.78380586 46.7829955  35.03412813 37.62455336 43.6025796  40.51792331
 36.04470053 39.0065296  46.71445875 34.15056414 31.62983883 48.37910296
 33.06784579 34.26597464 45.45078839 38.96249731 50.17266552 38.60490014
 40.58125426 37.01334412 43.03149807 45.21747864 35.04614887 20.20614232
 56.66359446 41.89093579 32.94804184 26.82042838 46.00720861 40.39299366
 40.5650481  39.21350947 28.32841131 44.93703994 45.21645986 31.62264509
 34.22716125 74.41587234 26.81643194 42.64679531 57.03128542 40.33473054
 45.439666   20.67732191 43.8467596  37.52607395 42.44683256 46.32750919
 45.90087236 49.10449892 27.56167905 33.40704741 34.88441762 53.26652829]","[47.98912588 49.09715274 34.36418642 42.43917248 52.71391948 60.70806627
 41.91281451 36.04587447 61.86453658 43.15555441 49.25165466 37.94618881
 44.151682   43.60780526 50.46911909 54.4289012  42.4778018  38.4369297
 45.59344266 41.35341043 55.75711708 13.07360674 38.6776105  87.42707187
 50.80199616 45.52073986 53.2750604  64.76388362 48.28872315 57.2050704
 42.52549681 40.00766307 51.28218074 57.4759218  68.38633996 28.41607518
 31.45204689 60.7959519  64.5907239  51.93494251 48.95596375 45.85651677
 63.63043661 40.19300205 47.27977762 37.41629724 48.13021989 62.13679005
 53.38667104 57.74929645 45.04711888 42.59433977 58.81550253 50.54691003
 46.66251298 17.77154537 49.13635154 61.00952858 61.11909606 62.23340908]",121.11388,38.17735787111927,46.9985859144844,0,1,71.03908714561307
93.81515,121.10812,"[69.15940894 69.6185801  84.8146471  76.48586292 79.83205795 58.2267165
 56.65683464 63.93408789 73.51132975 72.77107155 67.67113129 86.12743828
 71.12439133 74.23091742 79.06199242 62.29681691 67.89397505 67.87166797
 82.89493889 66.08938761 76.09694886 58.213462   65.90417912 59.90488429
 81.01937985 76.89191352 89.23068087 71.62923247 75.45900761 57.55192963
 70.33317274 71.29028512 67.22084455 73.36453841 70.67304592 74.55558589
 67.62245501 75.74146177 57.11923141 84.28674975 74.04858083 83.81195156
 59.93418771 71.14562202 69.55957145 75.34845251 66.24407547 70.72573525
 58.71399531 64.62724134 68.75553067 78.36653131 62.56164099 62.67578583
 81.18105612 75.25833627 57.48245875 70.52750713 73.2156878  73.06809247]","[44.49733945 42.29853689 52.56614173 36.75747956 42.11479056 47.63487139
 41.5017638  31.41605735 50.82936071 54.21354714 37.0712529  39.33024139
 22.93756329 41.95442327 32.53918391 44.44978823 28.05088933 38.0617386
 47.92195465 31.40792476 17.27469065 26.3714392  41.77451207 21.40190907
 38.53656261 26.28968432 29.3765918  43.20246157 38.23453826 46.08649432
 27.57639918 52.49159326 44.42888986 31.484277   48.81813908 49.18594512
 37.87730427 49.0154667  40.0177014  51.47298283 39.6127534  40.27176897
 15.79353464 36.83423659 32.66477361 21.26205224 40.15666941 38.18557871
 43.63703233 35.63962568 56.77462656 23.59212793 36.46834813 40.64994893
 42.91602814 43.47076242 60.41294777 43.42440494 52.16760826 41.09064857]","[63.51365572 57.60070927 59.25024116 37.76403819 45.68523729 67.37141624
 54.90819869 31.92544665 56.04809659 43.59248579 26.45167779 34.55089624
 42.98272591 31.5410378  45.54744968 46.57398411 26.93122799 46.2939752
 66.24449731 71.06593575 46.11017207 39.70996728 57.40272252 53.07726358
 31.32989946 65.02613623 48.53210619 49.72875859 39.16663886 72.24185402
 55.41862373 42.9440285  59.14799133 57.53976881 53.04787699 51.71770597
 20.93255479 54.01854781 46.8326962  54.26864565 35.12448516 49.19333726
 53.97581617 57.12076929 34.85100326 52.25823878 51.26045754 26.53088434
 35.76763422 58.81777737 54.61878108 43.90481286 61.17629152 39.83728934
 35.77467082 31.31265577 26.46996941 22.74046434 43.72807418 49.01430602]",121.10812,42.25898923132585,58.68632706257223,0,1,72.89341358170807
88.07866,121.103584,"[60.95930371 67.17998187 66.29516962 73.03799718 70.37159877 69.22117045
 65.3587335  84.50873082 78.1804485  71.9392464  67.88179531 64.70696416
 58.20146491 78.31327768 59.82749982 65.57159223 67.64425323 69.5641742
 75.92875177 55.60880382 69.29747635 77.54528491 68.56679063 68.12236359
 68.64700847 68.45977223 76.5467374  70.19062194 47.19547163 86.43760164
 68.50101444 63.01243205 78.97625799 84.5859235  55.86574919 71.20673058
 85.5021049  65.0792785  69.06556848 61.45479076 59.80875677 64.42001946
 70.15758321 65.31749859 57.81555335 68.58626954 76.25040297 69.38151751
 72.54780048 68.21219773 59.20603039 69.41852404 67.07353648 67.10084291
 77.47032296 55.77963123 62.98389059 83.52200224 71.26635068 62.6015562 ]","[44.55667651 40.70488169 52.96281297 53.42403462 55.77088109 41.7433938
 45.31396999 48.26822185 29.64320509 36.38588726 23.38186103 24.20666995
 59.85181894 26.34506406 40.17958478 40.72005359 33.38311057 46.52086929
 36.69523109 49.53750701 30.79884034 21.96264203 29.21829827 37.76276033
 34.76520453 56.29187885 20.3451004  41.53233381 31.6336366  57.07639822
 48.93497765 19.85280835 47.9717216  46.39453022 40.46044424 40.58312513
 48.13506476 28.73942355 54.50532578 58.35409163 48.98089133 50.58703054
 30.52258453 35.56423489 47.05063384 35.43497605 36.02897395 40.89514025
 26.22128304 29.38679367 36.21745539 46.95314556 22.73986349 49.80198817
 53.37460208 43.52348786 39.83542891 25.09559876 42.84382847 30.73449986]","[60.26272444 39.58295896 60.52241399 68.13782303 71.87741891 24.23870359
 52.31051148 28.52027576 44.81813417 42.11828313 45.53133884 54.63026306
 70.34637299 69.18400387 41.73343575 54.01783678 31.28495168 31.80114347
 50.02891521 71.18793176 40.01877652 68.87591385 48.31413006 27.38717682
 76.24117076 51.19255918 51.76492736 70.65843526 22.0902428  44.46403132
 53.48934778 58.3862292  67.05705244 62.83795006 28.33911696 38.02268934
 70.1207097  54.09899426 55.80731418 47.79826365 45.42462812 51.02341297
 48.13791073 30.63554051 58.53046469 52.80979878 54.42632391 50.50124511
 57.96569913 54.02185307 39.09743843 35.20744167 41.94609892 55.03045391
 31.660268   31.65444349 33.59792645 38.59431628 59.23775293 31.29666108]",121.103584,31.905342107269554,33.70733762949604,1,1,73.00356250512488
92.65614,121.11056,"[67.41635588 63.79811418 77.87850085 61.38948826 76.5828254  80.92492492
 68.57810324 68.26213194 67.97506516 74.62267667 90.70083225 64.33629613
 73.96923197 82.9020967  55.69372629 64.85356908 75.43404915 70.09471168
 82.88554395 74.69578639 69.72242992 72.8367804  70.69109482 75.49585707
 75.8343917  63.27516248 75.02192089 57.16438565 70.45342167 75.24662928
 71.06386745 62.5199974  61.35095016 35.7560156  76.53299952 68.73745769
 58.10896743 61.60102193 75.48869773 64.50793874 66.94993575 68.60873478
 83.4896631  76.87048054 66.21292109 73.84835049 65.94457029 71.38323624
 68.74849827 80.42902649 70.56131993 86.81017629 85.70758749 65.50983395
 74.97600512 52.36820279 59.48151826 69.61335981 74.16853722 63.23862701]","[47.92387354 26.9935059  49.43068993 30.03147337 36.57468944 35.18931346
 38.010807   40.78412862 47.50254069 21.71768392 50.40837234 27.73798606
 47.59105022 24.98178828 18.71045095 30.04919904 38.91123166 51.35123704
 60.44346201 32.20109592 31.03184171 33.10606234 43.69927737 44.34637827
 48.77898816 40.5164435  37.55737739 37.76015672 51.23826745 31.81513809
 26.67261138 15.5609009  31.73406237 51.08841724 33.07129844 35.12960271
 32.30916082 35.32224565 46.06446605 63.91878119 39.22894911 28.66245024
 29.00590149 37.17732838 67.36923789 39.4202139  34.01204958 33.14003473
 35.05960287 36.61611218 46.91766031 35.78558022 49.06393679 40.01949884
 41.00906948 28.09628824 46.65030919 31.90827131 44.82394503 44.5072627 ]","[39.58771272 50.82379901 61.91790931 47.40108597 53.74418053 53.62525121
 62.19733345 27.33258025 40.84387791 57.18951726 18.81926813 57.29235327
 70.35846829 48.26168077 51.27697374 54.20157164 54.17343491 52.59375188
 35.80608595 45.84689804 33.81345638 56.5761348  47.62685951 43.18330492
 45.738564   58.45141468 50.14810288 57.04707936 61.96697785 58.31740134
 28.4109962  59.64680503 69.7134308  38.91877914 48.58722423 45.56017441
 57.33463228 43.35742511 57.80812356 59.06866759 50.16683507 52.29636718
 58.86814747 51.12136052 60.03481571 49.94069498 58.72779376 67.04105532
 51.82025676 56.56940742 28.70692648 31.86221306 43.35912329 42.38974409
 41.49685254 58.09316974 57.03456569 57.32565677 58.11946415 40.95236169]",121.11056,49.98297189913809,46.59652112769966,0,1,72.45460285622575
84.52447,121.110374,"[76.32286941 70.97929436 77.49351481 82.5274817  88.39563857 66.65102355
 64.62252568 59.87921072 69.49128357 80.64405426 65.93186853 63.72155089
 70.03134204 74.74298792 75.85578153 82.52814663 78.83325946 69.27448035
 78.73350391 63.331955   70.65181205 72.1456427  69.41401973 84.50849708
 69.08883212 73.2689276  65.22926186 74.68720144 86.46533836 79.28281713
 68.50280252 70.58195337 60.97782903 47.07822245 73.7983567  69.49115983
 80.36072761 57.67042788 78.62235169 68.86475699 76.53617702 64.5829873
 80.43608028 69.61869532 73.27295865 65.26421907 71.36132003 86.54211877
 79.45010738 71.71940568 72.93523865 70.71205027 68.07635033 69.10622991
 75.21617795 55.39673262 74.79475152 74.95586416 71.67506131 82.52725638]","[47.23579924 50.28404222 41.60376719 37.79089239 40.01079107 49.31526193
 14.86825523 57.24969226 34.0803565  44.82107311 34.10699909 47.94267542
 39.43905315 34.49847511 32.05396219 44.69912267 26.86731845 40.35901823
 53.92427893 58.86893376 38.87560851 56.8725668  34.04624193 40.17244054
 31.72176694 50.38641387 46.59729951 31.74627155 27.94334464 41.51565588
 39.40799687 35.07451588 57.99805169 25.5261788  36.66017664 49.9151341
 39.20339834 43.01540093 27.77215511 51.05426466 48.37217657 19.98741823
 31.77618361 36.27612294 37.68149486 51.09170572 45.06299218 39.22278587
 43.52510456 43.46650864 37.96528463 45.18612477 49.27661331 42.72648856
 49.80939226 27.50116795 47.1405309  33.19850983 44.75034566 27.21964414]","[66.76348201 22.20037123 50.83735112 38.61729745 36.53484496 34.93930894
 72.29851109 38.95477408 56.88458583 63.59894041 43.5151751  58.01608306
 55.36313821 62.95106835 49.10368707 54.6494035  43.01709739 65.42949228
 60.78367479 39.64075791 59.61233343 49.91372708 72.16384649 53.76523077
 42.40955484 53.53345088 44.33403869 47.77685773 52.0440261  57.92925494
 48.12813164 70.37741634 55.76843004 67.34127616 46.04106796 35.41005384
 79.58906982 58.55532169 31.2348859  49.44096695 33.29928062 80.45068936
 49.13980826 65.45199366 69.52612838 52.10439857 21.9593169  46.41350149
 43.14324131 50.98879032 55.65891944 32.10204322 45.52579067 60.40527719
 40.40385328 55.23411921 50.90068801 59.48696732 54.41996721 47.70881356]",121.110374,46.945030573800516,42.59439932787166,1,1,72.47953413775603
86.53846,121.10645,"[68.6087024  69.82335423 66.05346295 64.38649218 77.70788007 79.6331723
 74.05375398 77.62842836 72.32226669 68.86596893 81.62710004 62.30624919
 63.93383581 79.31874568 76.14341473 70.61111788 61.90688345 74.93350223
 60.66057269 66.1819882  54.91013409 63.3931281  56.10713933 71.03900983
 62.15955826 79.04909943 81.58484948 75.27723966 63.60018063 73.81713808
 67.79075741 68.26871232 64.34437221 76.30840184 81.44238227 86.11926631
 54.82641489 71.62118999 68.47088483 65.33300963 64.96215591 72.34679425
 84.49156176 70.11473084 78.11965739 67.06169947 65.73764176 78.25999966
 63.57979406 52.9484907  65.48309717 69.36423343 66.27639125 79.75353659
 67.47746497 61.72390625 72.83309766 69.95804184 73.54136594 62.34966273]","[49.45553857 15.47085761 54.3080146  49.85497574 38.60104447 35.17375846
 42.90222601 47.02444776 40.66963585 42.97523916 42.67307835 37.5321442
 43.51258024 39.92173443 32.44654314 41.88466519 35.95412791 46.26810384
 40.95599268 37.35119386 56.77711381 37.55925308 58.13318647 20.43552352
 59.06675068 38.5766822  44.63727351 36.12648297 25.15879313 40.33427995
 39.92675012 58.63258407 49.38687154 38.86734656 31.72606054 38.53618504
 56.4060207  39.7036908  40.66348038 42.1171469  40.04366513 22.39723704
 41.1907276  60.94004486 34.02774626 50.23933248 42.42191426 39.48786286
 39.26249428 42.01176046 50.60732623 48.70596391 52.37518121 22.89073672
 33.58161656 37.1952663  41.4103344  54.01117164 45.28918888 53.68041027]","[28.51320183 51.0146891  36.33208672 49.85685371 53.884989   56.67553993
 61.20997922 58.16540613 46.69965542 44.4390012  60.44454156 33.73955147
 58.52055891 50.10552077 42.853758   51.52837601 65.75349815 46.46062893
 58.37878006 47.47958733 20.85879048 54.91967559 52.24351899 34.55069608
 48.25524651 32.13800793 38.5965135  68.04869839 44.7776477  51.85609233
 49.98520637 53.67297011 26.93152414 53.74627219 54.4861152  82.29709466
 51.7584991  42.43434624 36.9509101  45.45488638 59.17170296 62.65379099
 62.23671108 55.9099337  41.46728559 38.9252748  55.84049584 45.46965398
 57.86417246 46.56459902 30.54067816 61.93741742 66.45287228 62.8925723
 28.5206703  31.21465383 63.47091833 51.42039661 45.27293734 37.51114698]",121.10645,32.1383963002248,51.5313240816426,1,1,73.97342199364279
